eval_model,generating_model,dataset,novel,open,eval_accuracy,std eval_accuracy,stderr eval_accuracy,question_token_count,std_question_token_count,avg_answer_token_count,std_avg_answer_token_count,reformat_question_cosine_similarity_to_orig,std_reformat_question_cosine_similarity_to_orig,reformat_answer_cosine_similarity_to_orig,std_reformat_answer_cosine_similarity_to_orig,reformat_question_similarity_score,std_reformat_question_similarity_score,reformat_answer_similarity_score,std_reformat_answer_similarity_score,answer_correctness_score,std_answer_correctness_score,explanation_validity_score,std_explanation_validity_score,question_clarity_score,std_question_clarity_score,question_difficulty_score,std_question_difficulty_score,question_groundedness_score,std_question_groundedness_score,validity_score
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.8075601374570447,0.39489574223215484,0.023149198380952692,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.8126649076517151,0.3906960565197504,0.02006870840237447,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.7699115044247787,0.4215114300187925,0.022893358367325034,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.7653061224489796,0.4248926358061803,0.030349473986155735,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.665,0.47317488559919263,0.033458517029435794,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.635,0.482638268781561,0.034127679271557736,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.73,0.44507353579077974,0.03147145152843339,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.73,0.44507353579077974,0.03147145152843339,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.73,0.44507353579077974,0.03147145152843339,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.58,0.4941766144970738,0.02470883072485369,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.7625,0.4260840516231733,0.021304202581158664,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.4725,0.4998684037350547,0.024993420186752734,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.545,0.49859451584235276,0.02492972579211764,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.49,0.500526039072368,0.0250263019536184,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-4-Maverick,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.5675,0.49604324130372723,0.024802162065186362,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.5,0.5006261743217588,0.02503130871608794,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.4875,0.5004697041900039,0.025023485209500197,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.685,0.4650976128445342,0.02325488064222671,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.5575,0.497304765787729,0.02486523828938645,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.4925,0.5005698507087663,0.02502849253543831,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.525,0.49999999999999994,0.024999999999999998,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.285,0.451979771987325,0.022598988599366248,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.2375,0.4260840516231733,0.021304202581158664,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.46,0.4990215991227007,0.024951079956135037,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.3425,0.4751401323435103,0.023757006617175516,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.275,0.4470734690370164,0.022353673451850818,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.3275,0.4698890713225526,0.02349445356612763,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.1825,0.3867397951762041,0.019336989758810205,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.18,0.3846685908831524,0.01923342954415762,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.22,0.41476508434048537,0.020738254217024268,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.1425,0.35,0.017499999999999998,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.3675,0.48272799358383356,0.024136399679191678,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.215,0.4113368388407106,0.02056684194203553,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.3675,0.48272799358383356,0.024136399679191678,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.465,0.499398133997917,0.02496990669989585,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.4125,0.49290072815887465,0.024645036407943733,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.64,0.4806011273488885,0.024030056367444423,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.3975,0.489993862168095,0.02449969310840475,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.5125,0.500469704190004,0.0250234852095002,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.53,0.49972423473045846,0.024986211736522924,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.295,0.4566138856862588,0.02283069428431294,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.39,0.4883607689009261,0.024418038445046305,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.3325,0.4716990566028302,0.02358495283014151,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.3325,0.4716990566028302,0.02358495283014151,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.2,0.40050093945740717,0.02002504697287036,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.1625,0.3693708665998603,0.018468543329993016,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.16,0.3670651741928988,0.01835325870964494,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.1625,0.3693708665998603,0.018468543329993016,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.2375,0.4260840516231733,0.021304202581158664,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.0475,0.21297216451250817,0.010648608225625408,,,,,,,,,,,,,,,,,,,,,,,
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.0725,0.25963875038552003,0.012981937519276001,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.5125,0.500469704190004,0.0250234852095002,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.64,0.4806011273488885,0.024030056367444423,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.47,0.49972423473045846,0.024986211736522924,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.4125,0.49290072815887465,0.024645036407943733,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.4725,0.4998684037350547,0.024993420186752734,,,,,,,,,,,,,,,,,,,,,,,
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.3825,0.4866063237214599,0.024330316186072995,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.655,0.47596360510385527,0.023798180255192765,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.5875,0.49290072815887465,0.024645036407943733,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.7725,0.4197430291575022,0.020987151457875112,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.6325,0.48272799358383356,0.024136399679191678,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.675,0.46896141848778466,0.023448070924389233,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.5275,0.4998684037350546,0.02499342018675273,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.6825,0.4660867323849319,0.023304336619246597,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.6425,0.479863963596869,0.02399319817984345,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.5025,0.5006199164554679,0.025030995822773395,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.645,0.4791125882091297,0.023955629410456487,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.54,0.4990215991227007,0.024951079956135037,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.755,0.4306258195826489,0.021531290979132443,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.505,0.5006011423872287,0.02503005711936144,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.5575,0.497304765787729,0.02486523828938645,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.6725,0.4698890713225526,0.02349445356612763,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.5325,0.4995674821011996,0.02497837410505998,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.44,0.49700859535791647,0.024850429767895824,,,,,,,,,,,,,,,,,,,,,,,
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.59,0.49244925186678923,0.024622462593339462,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.3925,0.48891855495926784,0.024445927747963392,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.425,0.49496208811552345,0.024748104405776173,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.4575,0.4988143837878818,0.02494071918939409,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.34,0.47430201983023174,0.023715100991511587,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.48,0.500225513053637,0.025011275652681852,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.63,0.4834089475033699,0.024170447375168495,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.43,0.495695759225642,0.0247847879612821,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.32,0.4670603423632981,0.023353017118164905,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.5025,0.5006199164554679,0.025030995822773395,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.47,0.4997242347304584,0.02498621173652292,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.345,0.47596360510385527,0.023798180255192765,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.6875,0.4640928845756897,0.023204644228784484,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.7375,0.4405439221785054,0.02202719610892527,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.405,0.49150681314547523,0.02457534065727376,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.5375,0.4992161776023989,0.024960808880119943,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.5625,0.4966996338993914,0.02483498169496957,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.52,0.500225513053637,0.025011275652681852,,,,,,,,,,,,,,,,,,,,,,,
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.47,0.4997242347304584,0.02498621173652292,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.8425,0.36472772829807404,0.018236386414903702,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.76,0.42761798705987897,0.02138089935299395,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.6725,0.46988907132255253,0.023494453566127626,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.6825,0.4660867323849319,0.023304336619246597,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.6325,0.4827279935838336,0.02413639967919168,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.7775,0.41644605688581005,0.020822302844290503,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,False,True,0.59,0.49244925186678923,0.024622462593339462,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,False,True,0.65,0.47756693294091934,0.023878346647045967,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,False,True,0.725,0.4470734690370164,0.022353673451850818,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,False,True,0.6325,0.48272799358383356,0.024136399679191678,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,False,True,0.4425,0.497304765787729,0.02486523828938645,,,,,,,,,,,,,,,,,,,,,,,
openai/gpt-oss-20b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,False,True,0.795,0.4042071976679987,0.020210359883399934,,,,,,,,,,,,,,,,,,,,,,,
